,0
TOPS,"TOPS is a Canadian indie rock band from Montreal, Quebec, which currently consists of Jane Penny, David Carriere, Riley Fleck, and Marta Cikojevic. They were formed in 2011 following the disbandment of synthpop group Silly Kissers, of which Carriere, Penny and Gillies were members, along with notable Arbutus Records recording artist Sean Nicholas Savage.[1] TOPS are prominent within the Arbutus Records and Canadian indie music scenes.[2] Their debut album <a href=""https://www.last.fm/music/TOPS"">Read more on Last.fm</a>"
Violent Soho,"Violent Soho are an Australian rock band from Mansfield, Queensland. Band members Luke Boerdam, James Tidswell, Luke Henry and Michael Richards attended school together and formed Violent Soho in 2004. Their debut EP, Pigs and T.V., was released in early 2006 and received wide acclaim; 'Blunt Magazine' hailing Violent Soho's Vines-esque sound as ""boisterous pop rock reviving the spirit of the  grunge era."" Following the release of their debut EP, the band continued to play shows in and around Brisbane <a href=""https://www.last.fm/music/Violent+Soho"">Read more on Last.fm</a>"
We Are Messengers,"We Are Messengers is a family, band and ministry from Ireland now based in the United States. At the heart of our vision is the desire to serve God and to see His radical love transform our lives and our communities. We have been given an incredible opportunity to share the goodness of Jesus Christ through music and the testimony of our lives. Our desire is to communicate the incredible news of the Gospel in a simple, relevant and life-changing manner. <a href=""https://www.last.fm/music/We+Are+Messengers"">Read more on Last.fm</a>"
Yussef Dayes,"jazz percussionist and one half of celebrated jazz-funk duo Yussef Kamaal  <a href=""https://www.last.fm/music/Yussef+Dayes"">Read more on Last.fm</a>"
A Rocket To The Moon,"A Rocket to the Moon was an American pop/alternative rock band. A Rocket to the Moon had released two EPs and a full length. Their first studio full length was released in October 2009. Nick Santino began the band in the summer of 2006 as an experiment, and decided to continue due to positive feedback. A Rocket to the Moon started its first official tour in 2008 with The Cab, Hey Monday, and This Providence. A Rocket to the Moon has also played in such events as Bamboozle. <a href=""https://www.last.fm/music/A+Rocket+to+the+Moon"">Read more on Last.fm</a>"
Ady Suleiman,"<a href=""https://www.last.fm/music/Ady+Suleiman"">Read more on Last.fm</a>"
Allman Brown,"Allman Brown is a singer/songwriter from London, United Kingdom.  

Allman Brown is an artist who has played shows all over London, New York and Paris. He has worked with many talented people, most recently the lovely Lowell and Liz Lawrence. He is currently planning a release of an EP with Akira Records



http://www.allmanbrown.com/ <a href=""https://www.last.fm/music/Allman+Brown"">Read more on Last.fm</a>"
Ben Mazué,"<a href=""https://www.last.fm/music/Ben+Mazu%C3%A9"">Read more on Last.fm</a>"
Buzzcocks,"Buzzcocks are an English punk rock band formed in Bolton, Greater Manchester, UK in 1976, led by singer-songwriter and guitarist Pete Shelley (1955 – 2018) for nearly their entire existence.

They are commonly regarded as an important influence on the Manchester music scene, the independent record label movement and the punk rock, power pop, pop punk and indie rock genres in general. They are primarily remembered for their singles, a string of would-be hits that combined a strong grasp of pop song craftsmanship with rapid-fire punk energy. <a href=""https://www.last.fm/music/Buzzcocks"">Read more on Last.fm</a>"
Conor Oberst,"Conor Oberst is an American singer-songwriter born February 15, 1980 in Omaha, Nebraska. He began his recording career in 1993 at the age of 13 and has since produced an enormous amount of material. Conor was deeply influenced early on by singer-songwriters David Dondero and Simon Joyner.  His first two albums ""Water"" and ""Here's to Special Treatment"" were both released in 1994. Rolling Stone referred to him as ""rock's boy genius."" His project Bright Eyes, with Mike Mogis and Nate Walcott, produced several critically-acclaimed records. <a href=""https://www.last.fm/music/Conor+Oberst"">Read more on Last.fm</a>"
Conway the Machine,"Demond Price also know as Conway The Machine aka Kannon aka jimmy Conway, was born and raised in Buffalo N.Y. Growing up on Buffalo's Eastside, he was no stranger to the ghetto and the struggle. Influenced by MCs such as Run DMC, Rakim, Big Daddy Kane, and KRS-One, he discovered his love for hip hop. Conway The Machine is the biological brother of Westside Gunn, the Smooth Da Hustler to Gunn’s Trigga Tha Gambler. He has a raspy mushmouth, presumably due to being shot in the face, which he’s rapped about on most of his best songs. <a href=""https://www.last.fm/music/Conway+the+Machine"">Read more on Last.fm</a>"
Damien Jurado,"Damien Jurado (born 12 November 1972) is an American singer-songwriter in the indie-rock tradition of Seattle, Washington. His music is regarded as being heavily influenced by folk music. Over the years he has released albums on many labels; today his primary label is Secretly Canadian. He was once in the band, Coolidge, with Seattle's David Bazan.

Jurado's solo career began during the mid-1990s, releasing lo-fi folk based recordings on his own cassette-only label, Casa Recordings, beginning in 1995.  <a href=""https://www.last.fm/music/Damien+Jurado"">Read more on Last.fm</a>"
Death From Above 1979,"Death from Above (nee Death from Above 1979) are the Toronto-based duo of Jesse F. Keeler (bass, synths) and Sebastien Grainger (vocals, drums), which formed in 2001. Refusing to employ a lead guitarist, they played loud synth infused dance punk on the drum and bass combination alone.

They added the 1979 suffix to the name following a legal dispute with New York City dance-punk label Death From Above (known as DFA Records since the September 11, 2001 attacks). <a href=""https://www.last.fm/music/Death+from+Above+1979"">Read more on Last.fm</a>"
Destroyer,"Destroyer is a Canadian rock band from Vancouver, British Columbia fronted by singer-songwriter Dan Bejar and formed in 1995. Destroyer songs are characterized by abstract, poetic lyrics and idiosyncratic vocals. The band's discography draws on a variety of musical influences, resulting in albums that can sound markedly distinct from one another; in Bejar's words, ""That's kind of my goal: to start from scratch every time.""

1996–2001
We'll Build Them a Golden Bridge, Destroyer's 1996 debut, is made up of sixteen lo-fi home-recordings. <a href=""https://www.last.fm/music/Destroyer"">Read more on Last.fm</a>"
DON BROCO,"Don Broco are a four piece rock band from Bedfordshire, UK who formed in 2008, consisting of lead singer Rob Damiani, guitarist Simon Delaney, bassist Tom Doyle and drummer Matt Donnelly. They have appeared at many UK festivals including Camden Crawl 2009, Boardmasters 2009, Underage 2009 & 2010, Download 2009 & 2011, Sonisphere 2010 & 2011, Slam Dunk 2011 and Reading and Leeds 2011.

Don Broco released their debut mini-album, 'Big Fat Smile' on 14th February 2011. <a href=""https://www.last.fm/music/Don+Broco"">Read more on Last.fm</a>"
Eve 6,"Eve 6 is an alternative rock band which formed in 1995 in La Crescenta, California, United States. The band split in 2004 and reunited in October, 2007, signing with Fearless Records and releasing new album Speak In Code in April 2012. The band consists of Max Collins (vocals, bass), Jon Siebels (guitar, vocals) and Tony Fagenson (drums).

The band has released four albums, ""Eve 6"" (1998), ""Horrorscope"" (2000),It's All In Your Head (2003), and Speak in Code (2012). <a href=""https://www.last.fm/music/EVE+6"">Read more on Last.fm</a>"
Fontaines D.C.,"Fontaines D.C. (2017-present) are a post-punk indie rock band from Dublin, Ireland consisting of Grian Chatten, Conor Deegan III, Carlos O'Connell, Conor Curley, and Tom Coll. They released their debut album, Dogrel, on 12 April 2019 to critical acclaim.  <a href=""https://www.last.fm/music/FONTAINES+D.C."">Read more on Last.fm</a>"
Foxygen,"Foxygen is an American indie rock duo originally formed in Westlake Village, California in 2005 by Jonathan Rado and Sam France.

Their music initially featured many influences from 60s psychedelia, played with a rough lo-fi abandon. They self-released several EPs and albums between 2007 and 2011, including ""30 track space opera"" Jurassic Exxplosion Philippic, most of which are by now scarcely available. In 2011, they met producer/songwriter Richard Swift after handing him one of their EPs <a href=""https://www.last.fm/music/Foxygen"">Read more on Last.fm</a>"
French 79,"French 79 is Simon Henner, a french producer from Marseille. <a href=""https://www.last.fm/music/French+79"">Read more on Last.fm</a>"
Fugazi,"Fugazi is a post-hardcore band formed in Washington, DC. Fronted by ex-Minor Threat vocalist Ian MacKaye and ex-Rites of Spring vocalist Guy Picciotto, both on vocals and guitar, Fugazi also consists of Joe Lally on bass and Brendan Canty on drums. Since its inception, Fugazi has been self-managed and have released almost all their material through Dischord Records, an independent label founded by MacKaye and partner Jeff Nelson in 1980. The band <a href=""https://www.last.fm/music/Fugazi"">Read more on Last.fm</a>"
Gyllene Tider,"Gyllene Tider is a Swedish pop band. Gyllene Tider means 'Golden Ages' or 'Golden Times' in English. Few Scandinavians have not heard the song ""Sommartider"", often played on the radio during late spring and early summer. The band is well-known for its catchy choruses and light-weight lyrics. In 1977, (
Per Gesslemet Mats Persson, a member of the band Audiovisuellt Angrepp, forming the duo Grape Rock. Later Micke Andersson, Anders Herrlin and Göran Fritzon joined and the quintet was born. The group's name was changed to Gyllene Tider. <a href=""https://www.last.fm/music/Gyllene+Tider"">Read more on Last.fm</a>"
HEALTH,"There are two bands with the name 'Health': 

1. HEALTH is a noise rock band consisting of four members including Benjamin Jared Miller, Jake Duzsik, John Famiglietti, and Jupiter Keyes. All are from different cities including Seattle, San Diego, and their current home base, Los Angeles.  Keyes left the band in 2015 following the release of their third album, Death Magic.

The band is often considered noise rock, but besides having some slight elements of the genre <a href=""https://www.last.fm/music/Health"">Read more on Last.fm</a>"
